2024-01-15 10:23:45;192.168.1.100;INFO;200
2024-01-15 10:24:12;192.168.1.105;ERROR;500
2024-01-15 10:25:03;192.168.1.100;WARNING;404
2024-01-15 10:26:34;192.168.1.102;INFO;200
2024-01-15 10:27:56;192.168.1.105;CRITICAL;503
2024-01-15 10:28:12;192.168.1.100;INFO;200
2024-01-15 10:29:45;192.168.1.103;INFO;200
2024-01-15 10:30:23;192.168.1.100;WARNING;404
2024-01-15 11:15:34;192.168.1.104;INFO;200
2024-01-15 11:16:45;192.168.1.105;ERROR;500
2024-01-15 11:17:23;192.168.1.100;INFO;200
2024-01-15 11:18:56;192.168.1.102;WARNING;403
2024-01-15 11:19:12;192.168.1.105;CRITICAL;500
2024-01-15 11:20:34;192.168.1.100;INFO;200
2024-01-15 11:21:45;192.168.1.103;INFO;200
